timestamp,avg,min_v,max_v,nighttime,time_diff_min,T_diff,type,ID
2022-12-08 04:00:00+00:00,60.1,58.9,61.4,False,15,2.5,forward,S3C1
2022-12-08 04:15:00+00:00,59.8,59.4,60.1,False,15,0.7000000000000028,forward,S3C1
2022-12-08 04:15:00+00:00,59.3,58.9,59.6,False,15,0.7000000000000028,forward,S3C1
2022-12-08 04:30:00+00:00,59.4,56.6,62.4,False,15,5.799999999999997,forward,S3C1
2022-12-08 04:30:00+00:00,59.9,57.1,62.9,False,15,5.799999999999997,forward,S3C1
2022-12-08 04:45:00+00:00,59.1,56.0,61.9,False,15,5.899999999999999,forward,S3C1
2022-12-08 04:45:00+00:00,59.3,56.2,62.4,False,15,6.199999999999996,forward,S3C1
2022-12-08 05:00:00+00:00,58.3,56.5,59.9,False,15,3.3999999999999986,forward,S3C1
2022-12-08 05:00:00+00:00,59.7,56.3,62.8,False,15,6.5,forward,S3C1
2022-12-08 05:15:00+00:00,57.1,56.5,58.2,False,15,1.7000000000000028,forward,S3C1
2022-12-08 05:15:00+00:00,59.4,56.6,62.5,False,15,5.899999999999999,forward,S3C1
2022-12-08 05:30:00+00:00,57.0,55.9,58.1,False,15,2.200000000000003,forward,S3C1
2022-12-08 05:30:00+00:00,59.0,55.8,62.2,False,15,6.400000000000006,forward,S3C1
2022-12-08 05:45:00+00:00,57.6,55.7,59.2,False,15,3.5,forward,S3C1
2022-12-08 05:45:00+00:00,58.6,55.7,62.1,False,15,6.399999999999999,forward,S3C1
2022-12-08 06:00:00+00:00,57.5,55.9,58.9,False,15,3.0,forward,S3C1
2022-12-08 06:00:00+00:00,59.0,55.8,62.1,False,15,6.300000000000004,forward,S3C1
2022-12-08 06:15:00+00:00,57.1,55.3,59.3,False,15,4.0,forward,S3C1
2022-12-08 06:15:00+00:00,58.4,55.1,62.4,False,15,7.299999999999997,forward,S3C1
2022-12-08 06:30:00+00:00,58.9,56.8,60.8,False,15,4.0,forward,S3C1
2022-12-08 06:30:00+00:00,59.8,56.8,62.8,False,15,6.0,forward,S3C1
2022-12-08 06:45:00+00:00,56.7,55.0,58.6,False,15,3.6000000000000014,forward,S3C1
2022-12-08 06:45:00+00:00,57.2,55.8,58.9,False,15,3.1000000000000014,forward,S3C1
2022-12-08 07:00:00+00:00,57.1,55.2,59.0,False,15,3.799999999999997,forward,S3C1
2022-12-08 07:00:00+00:00,58.6,55.3,61.6,False,15,6.300000000000004,forward,S3C1
2022-12-08 07:15:00+00:00,56.6,49.6,60.9,False,15,11.299999999999997,forward,S3C1
2022-12-08 07:15:00+00:00,56.4,53.8,58.4,False,15,4.600000000000001,forward,S3C1
2022-12-08 07:30:00+00:00,52.8,49.5,56.1,False,15,6.600000000000001,forward,S3C1
2022-12-08 07:30:00+00:00,51.8,50.4,53.6,False,15,3.200000000000003,forward,S3C1
2022-12-08 07:45:00+00:00,57.4,56.2,58.4,False,15,2.1999999999999957,forward,S3C1
2022-12-08 07:45:00+00:00,55.3,53.0,57.6,False,15,4.600000000000001,forward,S3C1
2022-12-08 08:00:00+00:00,59.4,58.4,60.4,False,15,2.0,forward,S3C1
2022-12-08 08:00:00+00:00,58.8,57.8,59.8,False,15,2.0,forward,S3C1
2022-12-08 08:15:00+00:00,59.7,58.2,60.9,False,15,2.6999999999999957,forward,S3C1
2022-12-08 08:15:00+00:00,59.0,57.8,60.1,False,15,2.3000000000000043,forward,S3C1
2022-12-08 08:30:00+00:00,56.9,55.8,58.1,False,15,2.3000000000000043,forward,S3C1
2022-12-08 08:30:00+00:00,56.4,55.1,57.6,False,15,2.5,forward,S3C1
2022-12-08 08:45:00+00:00,56.1,55.2,56.9,False,15,1.6999999999999957,forward,S3C1
2022-12-08 08:45:00+00:00,56.7,55.9,57.5,False,15,1.6000000000000014,forward,S3C1
2022-12-08 09:00:00+00:00,57.4,57.0,57.8,False,15,0.7999999999999972,forward,S3C1
2022-12-08 09:00:00+00:00,58.1,57.6,58.5,False,15,0.8999999999999986,forward,S3C1
2022-12-08 09:15:00+00:00,58.3,57.9,58.8,False,15,0.8999999999999986,forward,S3C1
2022-12-08 09:15:00+00:00,57.8,57.4,58.1,False,15,0.7000000000000028,forward,S3C1
2022-12-08 09:30:00+00:00,59.1,58.2,60.0,False,15,1.7999999999999972,forward,S3C1
2022-12-08 09:30:00+00:00,58.4,57.5,59.2,False,15,1.7000000000000028,forward,S3C1
2022-12-08 09:45:00+00:00,60.6,60.1,61.0,False,15,0.8999999999999986,forward,S3C1
2022-12-08 09:45:00+00:00,59.8,59.4,60.2,False,15,0.8000000000000043,forward,S3C1
2022-12-08 10:00:00+00:00,61.5,61.1,61.8,False,15,0.6999999999999957,forward,S3C1
2022-12-08 10:00:00+00:00,60.7,60.4,61.0,False,15,0.6000000000000014,forward,S3C1
2022-12-08 10:15:00+00:00,60.9,60.6,61.2,False,15,0.6000000000000014,forward,S3C1
2022-12-08 10:15:00+00:00,60.2,59.9,60.5,False,15,0.6000000000000014,forward,S3C1
2022-12-08 10:30:00+00:00,60.2,60.0,60.4,False,15,0.3999999999999986,forward,S3C1
2022-12-08 10:30:00+00:00,61.1,60.8,61.4,False,15,0.6000000000000014,forward,S3C1
2022-12-08 10:45:00+00:00,61.1,60.5,61.8,False,15,1.2999999999999972,forward,S3C1
2022-12-08 10:45:00+00:00,62.2,61.5,62.9,False,15,1.3999999999999986,forward,S3C1
2022-12-08 11:00:00+00:00,62.4,61.9,62.9,False,15,1.0,forward,S3C1
2022-12-08 11:00:00+00:00,63.4,63.0,63.8,False,15,0.7999999999999972,forward,S3C1
2022-12-08 11:15:00+00:00,62.2,61.4,63.2,False,15,1.8000000000000043,forward,S3C1
2022-12-08 11:15:00+00:00,61.4,60.6,62.5,False,15,1.8999999999999986,forward,S3C1
2022-12-08 11:30:00+00:00,62.2,61.9,62.5,False,15,0.6000000000000014,forward,S3C1
2022-12-08 11:30:00+00:00,62.8,62.4,63.1,False,15,0.7000000000000028,forward,S3C1
2022-12-08 11:45:00+00:00,62.4,62.2,62.6,False,15,0.3999999999999986,forward,S3C1
2022-12-08 11:45:00+00:00,63.2,63.0,63.4,False,15,0.3999999999999986,forward,S3C1
2022-12-08 12:00:00+00:00,62.5,62.2,62.8,False,15,0.5999999999999943,forward,S3C1
2022-12-08 12:00:00+00:00,63.3,63.1,63.5,False,15,0.3999999999999986,forward,S3C1
2022-12-08 12:15:00+00:00,62.3,61.5,63.1,False,15,1.6000000000000014,forward,S3C1
2022-12-08 12:15:00+00:00,61.2,60.4,62.1,False,15,1.7000000000000028,forward,S3C1
